 Chosen one!, ¡Elegida!
"Child, I am AHS-9.  I see many things that transpire in the fleshy world. Do you have more questions, or may I return to my meditations?","Hija, soy AHS-9. Veo muchas cosas que suceden en el mundo físico. ¿Tienes más preguntas, o puedo volver a mis meditaciones?"
"Child, there are some things you are not meant to know for now. [He smiles benignly.]","Hija, hay algunas cosas que no estás destinado a conocer por ahora [sonríe beatíficamente]."
Chomp him my precious.,"Devoradla, mis preciosas."
Chosen - the shadow of darkness arrived before you.,Elegida... la sombra de la oscuridad llegó antes que tú.
"Chosen - the village cries in desperation. The children are weak with hunger. Please, we cannot hold out much longer.","Elegida... el poblado llora de desesperación. Los niños se debilitan con el hambre. Por favor, no podemos aguantar mucho más."
Chosen One - hmph!,Elegida... ¡hmph!
Chosen One! How did you get here?,¡Elegida! ¿Cómo has llegado hasta aquí?
Chosen One! Join us!,¡Elegida! ¡Únete a nosotros!
"Chosen One, I could not help but notice that you lack strong combat skills. It has been my experience that you cannot always rely on your wits or words for protection. With your permission I will teach you a few things that I think you will find most useful.","Elegida, puede que no te ayude pero me he dado cuenta de que careces de habilidades de combate. Mi experiencia me dice que no puedes confiar siempre en usar tu ingenio o tu lengua para protegerte. Con tu permiso te enseñaré algunas cosas que creo que encontrarás muy útiles."
"Chosen One, do you wish us all dead? You must find the Vault!","Elegida, ¿quieres que muramos todos? ¡Debes encontrar el Refugio!"
"Chosen One, huh? Well, uh, pardon me for not blowing sunshine up your ass, but I'm a little too busy for this your highness.","Elegida, ¿eh? Bien, disculpa si no me desmayo por la impresión, pero estoy demasiado ocupado para esto, su Alteza."
"Chosen One, my ass. I am going to make you the dead one!",Elegida... y una mierda. ¡Date por muerta!
"Chosen One, our people are dying. You must hurry your search for the holy GECK. What may I do to aid you in this most holy of quests?","Elegida, la gente está muriendo. Debes darte prisa en buscar el sagrado GECK. ¿En que puedo servirte de ayuda en la más sagrada de las búsquedas?"
"Chosen One, our village is almost dead. Why have you not brought the holy GECK to us yet?","Elegida, nuestro poblado está casi muerto. ¿Por qué no nos has traído aún el sagrado GECK?"
"Chosen One, why are you here?","Elegida, ¿qué haces aquí?"
Chosen One? Don't you mean AHS-One? Just what text are you working from?,¿Elegida? ¿No querrás decir AHS-1?
"Chosen One? The Great Bridge is at the southern end of the village. You know,
 you've been there many times.",Eh... ¿Elegida? El Gran Puente está en el extremo sur de nuestro poblado. Ya sabes... has estado allí miles de veces.
"Chosen, our crops fail, our reserves are meager.","Elegida, nuestras cosechas caen, nuestras reservas decrecen."
"Chosen, please let my words touch you. Go southwest. South and west. Save our people. Save our people.","Elegida, por favor deja que mis palabras te toquen. Ve al Suroeste. Sur y oeste. Salva a nuestro pueblo. Salva a nuestra gente."
"Chosen, the sands of time are but a few grains. Please. Bring the GECK soon and make the future of the village like the beach of the ocean. Quickly, before the last grain falls.","Elegida, sólo quedan unos pocos granos de las arenas del tiempo. Por favor. Trae el GECK pronto y haz que el futuro del poblado sea como la playa del océano. Rápido, antes de que caiga el último grano."
"Chosen, the spirits [of our] ancestors guide [me] to world of dreams that [I may] touch [thoughts.]","Elegida, los espíritus [de nuestros] ancestros guían [mi espíritu] al mundo de los sueños donde [debo] alcanzar tus [pensamientos.]"
"Chosen, the spirits of our ancestors guide me to a world of dreams that I may touch thoughts. Our village suffers without the holy GECK. Your hands hold our lives as a father holds his children.","Elegida, los espíritus de nuestros ancestros me guían a un mundo de sueños donde puedo alcanzar tus pensamientos. Nuestro poblado sufre sin el sagrado GECK. Tus manos sostienen vuestras vidas como un padre a sus hijos."
"Chosen, the spirits of our ancestors guide me to world of dreams","Elegida, los espíritus de nuestros ancestros me guían al mundo de los sueños"
Chosen. The village [weakens.],Elegida. La aldea [se debilita.]
"Chosen. The village dies. All of our futures die, too.",Elegida. La aldea muere. Y nuestro futuro también lo hace.
Chosen. The village weakens. It is harder to touch your dreams.,Elegida. La aldea se debilita. Es más difícil tocar tus sueños.
Chosen. The village weakens. It is harder to touch your dreams. You must hurry or we will all...,Elegida. El poblado se debilita. Es más difícil entrar en tus sueños. Debes apresurarte o todos...
Chosen?,¿Elegida?
Chosen? Chosen? Do you hear me?,¿Elegida? ¿Elegida? ¿Puedes oírme?
"Chosen? Chosen? Do you hear me? The village dies. All of our futures die, too. We have little left in both time and essence... Hurry. Hurry...",¿Elegida? ¿Elegida? ¿Me oyes? El poblado se muere. Nuestro futuro muere también. Nos queda poco tiempo y esencia. Deprisa... Deprisa...
Citizen.,Ciudadana.
Citizen?,¿Ciudadana?
"Close it is, Boss.","Lo más cerca que pueda, Jefa."
"Clown, are you? Well, I don't need this. You explain to Sarge why you don't have a uniform!","¿Eres una payaso? Bueno, no es mi problema. ¡Explícale al sargento por qué no tienes uniforme!"
"Come along, and I'll show it to you. (Sneers.) If yer not SCARED.","Ven conmigo, y te lo enseñaré. (Se burla). Si no estás ASUSTADA."
"Come in, Chosen One. There are things you must know.","Acércate, Elegida. Hay cosas que debes saber."
"Come on now, don't be cheap.","Vemos, no seas tacaña."
"Come to us now, man.","Ven hacia nosotros ahora, miga."
"Come with me a second, dim. I got somebody you gotta meet.","Ven conmigo un segundo, tarada. Hay alguien con quien tienes que reunirte."
"Congratulations, hero!","¡Enhorabuena, heroína!"
"Congratulations, hero! You done good!","¡Felicidades, heroína! ¡Lo has hecho bien!"
"Congratulations, you're now a Ranger.","Enhorabuena, ahora eres una Ranger."
Could you stop that goddamn singing?! It's driving me crazy.,¡¿Podrías dejar de cantar esa maldita canción?! Me está volviendo loca.
Coulda been a contender!,¡Podría haber sido una contrincante de verdad!
Crap! He's damaged the core unit. It's got to be fixed before things really go to hell. You any good at repairing things?,¡Mierda! Ha dañado la unidad núcleo. Tiene que arreglarse antes de que todo se vaya al infierno. ¿Eres buena arreglando cosas?
Crazy cultist!,¡Cultista loca!
DON'T CALL ME STOOPID! YOU STOOPID! YOU STOOPID!,¡NO LLAMAS A YO ESTUPIDIDA! ¡TU ESTUPIDIDO! ¡TU ESTUPIDIDO!
"DON'T call me stoopid, STOOPID","NO me llames estupidida, ESTUPIDIDO."
Daddy says you're a bad person.,Papi dice que eres mala.
"Dammit! What are you doing, dipshit?!","¡Maldición! ¡¿Qué estás haciendo, tonta del culo?!"
Damn slobberin' retard! I'm taking that money back right now!,¡Maldita retrasada balbuceante! ¡Voy a recuperar ese dinero ahora mismo!
Damn you're good!,"¡Maldición, eres buena!"
Damn! I spit on you!,¡Maldita! ¡Te escupo a la cara!
"Damn, slave-lover. You're gonna die hard!",Maldita esclavista. ¡Vas a morir!
"Damn, that hurts!","Maldita, ¡Eso duele!"
Dangerous? I'm dangerous. You're dangerous. We're not in jail.,¿Peligrosos? Yo soy peligrosa. Tú eres peligroso. Y no estamos encerrados.
"Darn right I will, Boss.","Claro que sí, Jefa."
"De pain come on you now, man.","El dolor se acerca a ti, miga."
Death to the evil one!,¡Muerte a la malvada!
Defender,Defensora
Degenerate filth...,Inmunda degenerada...
Demolition Expert,Experta en demoliciones
"Did I do something wrong, Boss?","¿Hice algo mal, Jefa?"
Did I mention the tribal was stupid?,¿He mencionado que la tribal era estúpida?
Did that hurt? If not I can do it harder next time.,"¿Te ha dolido? Si no lo ha hecho, puedo golpear más duramente la próxima vez."
"Did you WANT something, or are you just going to stand there gawking like a moron?","¿QUIERES algo, o tan solo te vas a quedar ahí embobada como una imbécil?"
"Did you have a task for me, Citizen?","¿Tiene alguna tarea para mí, Ciudadana?"
Did you know you're worth more dead than alive?,¿Sabías que vales más muerta que viva?
Die Human Fool!,"¡Muere, insensata humana!"
"Die, enemy of the people!","¡Muere, enemiga del pueblo!"
"Die, outsider!","Muere, ¡forastera!"
"Die, slaving scum!","¡Muere, escoria esclavista!"
"Die, treacherous human!","¡Muere, humana traicionera!"
"Different strategy, Boss?","¿Otra estrategia, Jefa?"
"Do not toy with me, ""Citizen,"" or I will make sure you never walk Vault City's streets again. Now leave.","No juegues conmigo, ""Ciudadana"", o me aseguraré de que nunca vuelvas a caminar por las calles de Ciudad Refugio. Ahora vete."
"Do that again, pig","Hazlo otra vez, cerda."
"Do that again, pig.","Hazlo otra vez, cerda."
Do you feel lucky?,¿Te sientes afortunada hoy?
Do you know a trader named Vic? He said he bought this Vault water flask from you.,¿Conoces a un comerciante llamado Vic? He oído que él te compró esta cantimplora de Refugio.
Do you think you're funny or something? Get a better line.,¿Crees que eres graciosa o algo? Busca un chiste mejor.
Dodger,Esquivadora
"Doing my best, Boss.","Lo hago lo mejor que puedo, Jefa."
"Don't be showing iron around here, friend. Put that away.","No vayas mostrando las armas aquí, amiga. Guárdala."
Don't be silly. It isn't pollution that's harming the environment. It's the impurities in our air and water that are doing it.,No seas tonta. No es la polución lo que está dañando el medio ambiente. Son las impurezas de nuestro aire y nuestra agua las que lo están haciendo.
"Don't be sneakin' around, slaver, all right? You're among friends.","No andes a hurtadillas por aquí, esclavista, ¿de acuerdo? Estás entre amigos."
"Don't have any? You expect me to believe that, maggot? The truth is you lost an expensive piece of army-issue equipment. That suit is going to come out of your pay, and you will remain in this man's army until you are five hundred and ten years old, which is the number of years it will take for you to pay for a Mark II Powered Combat Armor you have lost! Report to the armory and have a new suit issued to you, then report back to me, private! Dismissed!","¿Qué no tienes? Y esperas que me crea eso, ¿gusana? Lo cierto es que has perdido una costosa pieza de equipo militar. Te será descontada de tu paga, y te quedarás en este ejército hasta que tengas quinientos diez años, ¡que es el tiempo que te costará devolver lo que cuesta la servoarmadura de combate Mark II que has perdido! ¡Preséntate en la armería para que te proporcionen un nuevo uniforme y vuelve aquí, soldado! ¡Retírate!"
Don't just stand there. The reactor's not gonna keep workin' forever.,No te quedes ahí parada. El reactor no va a funcionar para siempre.
Don't panic; this will be over in a minute.,No te pongas nerviosa; esto habrá acabado en un minuto.
"Don't talk to me, man. My head hurts.","No me hables, amiga. Me duele la cabeza."
"Don't talk to me, you murdering swine.","No me hables, cerda asesina."
"Don't want to arm wrestle us? What, you think you're too good to arm-wrestle against one of the
 Dunton brothers?","¿No quieres echar un pulso con nosotros? ¿Qué, te crees demasiado buena para echar un pulso contra uno de los hermanos Dunton?"
"Don't waste any more of my time, Outsider. Leave.","No malgastes más mi tiempo, extranjera. Márchate."
"Don't you belong inside the city, ""Citizen?""","No perteneces al interior de la ciudad, ""Ciudadana""?"
"Done, Boss.","Hecho, Jefa."
"Done. Give me a little time to rest up, and I'll be ready to fight again.","Hecho. Dame un poco de tiempo para descansar, y volveré a estar lista para pelear de nuevo."
"Doofus will perform, man. Not even a fly is gonna land his shit on your au-to-mo-bile!","Doofus lo hará, amiga. ¡Ni una mosca dejará caer su mierda en tu au-to-mó-vil!"
Drill the scraggin' bastard!,¡Masacrad a la zorra!
"Dumb as they come, aren't you?","Eres una auténtica idiota, ¿eh?"
"Dumbass, just walk normally.","Atontada, limítate a caminar de forma normal."
"Dummy, we already talked about that.","Tonta, ya hemos hablado de eso."
Dumping the F.E.V. toxin into our air doesn't make you a hero. You're just another mutant that needs to be put down.,Soltar la toxina V.E.F en los conductos de aire no te hace una heroína. Sólo eres otra mutante que debe ser aniquilada.
Each level of Action Boy (insert Girl if you wish) gives you an additional AP to spend every combat turn. You can use these generic APs on any task.,Cada nivel de Mujer de Acción te da 1 punto de acción para gastar en un turno. Puedes usar este punto para lo que quieras.
